title,normalized_title,portal_collections,search_collections,is_overlap
lenaghan_2010_ reflection on the reservoir the dark side of 20th century hydro development in bc,lenaghan_2010_ reflection on the reservoir the dark side of 20th century hydro development in bc,Nechako Archives,,False
The Cheslatta Lake suite,the cheslatta lake suite,Subsurface papers; Nechako Archives,,False
baker_donehue_2005_measuring policy effectiveness_ first nations participation in environmental assessment in northern bc,baker_donehue_2005_measuring policy effectiveness_ first nations participation in environmental assessment in northern bc,Nechako Archives,,False
Developing Case Law: The Future of Consultation and Accommodation 39 U.B.C. Law Review 2006,developing case law the future of consultation and accommodation 39 ubc law review 2006,Nechako Archives,,False
rotella_simadl_2004_marilla perlite volcanic glass occurrence british columbia canada,rotella_simadl_2004_marilla perlite volcanic glass occurrence british columbia canada,Nechako Archives,,False
Quaternary Geology of the Marilla Map Area,quaternary geology of the marilla map area,Nechako Archives,,False
Three Years After Delgamuukw: The Continuing Battle Over Respect for First Nations Interests to Their Traditional Territories and Rights to Work Their Resources,three years after delgamuukw the continuing battle over respect for first nations interests to their traditional territories and rights to work their resources,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
"After the Fur Trade: First Nations Women in Canadian History, 1850 - 1950",after the fur trade first nations women in canadian history 1850 1950,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
"Women of the First Nations: Power, Wisdom, and Strength",women of the first nations power wisdom and strength,Books; Nechako Archives,,False
A quantitative approach to conservation planning: using resource selection functions to map the distribution of mountain caribou at multiple spatial scales,a quantitative approach to conservation planning using resource selection functions to map the distribution of mountain caribou at multiple spatial scales,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Feeding responses of snowshoe hares (Lepus americanus) to volatile constituents of red fox (Vulpes vulpes) urine,feeding responses of snowshoe hares lepus americanus to volatile constituents of red fox vulpes vulpes urine,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
journal of environmental management,journal of environmental management,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Possible sources of PM10 in Prince George (Canada) as revealed by morphology and in situ chemical composition of particulate,possible sources of pm10 in prince george canada as revealed by morphology and in situ chemical composition of particulate,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
Movement parameters of ungulates and scale-specific responses to the environment,movement parameters of ungulates and scalespecific responses to the environment,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
ecofor_2015_euchiniko sidehills and grizzly valley 2015 vegetation monitoring summary,ecofor_2015_euchiniko sidehills and grizzly valley 2015 vegetation monitoring summary,Nechako Archives,,False
citationpdf,citationpdf,Nechako Archives,,False
Selling First Nations down the river (PDF Download Available),selling first nations down the river pdf download available,Nechako Archives,,False
The paradox of development: Lheidli T'enneh perspectives on resource development.,the paradox of development lheidli tenneh perspectives on resource development,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
Managing Water Diversion from Canada to the United States: An Old Idea Born Again?,managing water diversion from canada to the united states an old idea born again,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
rosenau_2001_the role of public groups in protecting and restoring habitats in british columbia with a special emphasis on urban streams,rosenau_2001_the role of public groups in protecting and restoring habitats in british columbia with a special emphasis on urban streams,Nechako Archives,,False
healey_1997_comment the interplay of policy politics and science,healey_1997_comment the interplay of policy politics and science,Nechako Archives,,False
Rumors of a Larger Story: The Intersection of Mystery and Mastery in Eden Robinson's Monkey Beach,rumors of a larger story the intersection of mystery and mastery in eden robinsons monkey beach,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
"Governing the Environment: Persistent Challenges, Uncertain Innovations",governing the environment persistent challenges uncertain innovations,Books; Nechako Archives,,False
"Estimation of wind-forced internal seiche amplitudes in lakes and reservoirs, with data from British Columbia, Canada",estimation of windforced internal seiche amplitudes in lakes and reservoirs with data from british columbia canada,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
perkins_2006_the american archives of the factual film,perkins_2006_the american archives of the factual film,Nechako Archives,,False
Agents' evaluations and the disparity in measures of economic loss,agents evaluations and the disparity in measures of economic loss,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Interpreting and applying the 2012 changes to the habitat-protection provisions of the Fisheries Act,interpreting and applying the 2012 changes to the habitatprotection provisions of the fisheries act,Nechako Archives,,False
Canada continues to thrive - ProQuest,canada continues to thrive proquest,Nechako Archives,,False
doc_10990_c3430_brief bch transmission capacitypdf,doc_10990_c3430_brief bch transmission capacitypdf,Nechako Archives,,False
infanti_2003_ inventory of government support to cedpdf,infanti_2003_ inventory of government support to cedpdf,Nechako Archives,,False
knight_1985_growth of juvenile chinook salmon acclimated to cycling and constant temperature,knight_1985_growth of juvenile chinook salmon acclimated to cycling and constant temperature,Nechako Archives,,False
greig_1986_an experimental evaluation of the effect of dams on downstream invertebrates,greig_1986_an experimental evaluation of the effect of dams on downstream invertebrates,Nechako Archives,,False
Environmental policy implications of disparities between willingness to pay and compensation demanded measures of values,environmental policy implications of disparities between willingness to pay and compensation demanded measures of values,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Analysis of Alcan Kitimat smelter's approach in maximizing values of the engineering services,analysis of alcan kitimat smelters approach in maximizing values of the engineering services,Nechako Archives,,False
The Integrity Gap: Canada's Environmental Policy and Institutions,the integrity gap canadas environmental policy and institutions,Books; Nechako Archives,,False
Every Grain of Sand: Canadian Perspectives on Ecology and Environment,every grain of sand canadian perspectives on ecology and environment,Books; Nechako Archives,,False
doubleday_1997_comment sci inquiry and fish stock assessment,doubleday_1997_comment sci inquiry and fish stock assessment,Nechako Archives,,False
Deconstructing hydro: The BC electricity sector in this decade - ProQuest,deconstructing hydro the bc electricity sector in this decade proquest,Nechako Archives,,False
halseth_2004_regional economic shifts in british columbia speculation from recent demographic evidence,halseth_2004_regional economic shifts in british columbia speculation from recent demographic evidence,Nechako Archives,,False
just labour,just labour,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
"Federalism and the Environment: Environmental Policymaking in Australia, Canada, and the United States",federalism and the environment environmental policymaking in australia canada and the united states,Books; Nechako Archives,,False
Energy Policy and Land-Use Planning: An International Perspective,energy policy and landuse planning an international perspective,Books; Nechako Archives,,False
Digital Library Of The Commons,digital library of the commons,Nechako Archives,,False
studies in canadian literature études en littérature canadienne,studies in canadian literature études en littérature canadienne,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Sharing British Columbia's Water Resources. A Teaching Unit for Secondary Schools.,sharing british columbias water resources a teaching unit for secondary schools,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
canadian journal of political sciencerevue canadienne de science politique,canadian journal of political sciencerevue canadienne de science politique,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
proceedings of the iee part i general,proceedings of the iee part i general,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
Higher efficiency means cheaper power - ProQuest,higher efficiency means cheaper power proquest,Nechako Archives,,False
water resources development,water resources development,Books; Nechako Archives,,False
environments,environments,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
zammuto_1994_kemano public hearingpdf,zammuto_1994_kemano public hearingpdf,Nechako Archives,,False
Elastic stress modelling and prediction of ground class using a Bayesian Belief Network at the Kemano tunnels,elastic stress modelling and prediction of ground class using a bayesian belief network at the kemano tunnels,Nechako Archives,,False
journal of northern studies,journal of northern studies,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
Environmental Impact of Inter-Basin Water Transfer Projects: Some Evidence from Canada,environmental impact of interbasin water transfer projects some evidence from canada,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
"Politics, Policy, and Government in British Columbia",politics policy and government in british columbia,Books; Nechako Archives,,False
ilj1wilkinspdf,ilj1wilkinspdf,4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,,False
"Assessment of background particulate matter concentrations in small cities and rural locations—Prince George, Canada",assessment of background particulate matter concentrations in small cities and rural locationsprince george canada,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
"Products, features and target markets: An inquiry into Aboriginal tourism product preference of visitors to northern British Columbia.",products features and target markets an inquiry into aboriginal tourism product preference of visitors to northern british columbia,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Other non-journal sources,True
Review of water management in the Nechako River Basin : final report,review of water management in the nechako river basin final report,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,Journal Articles; Subsearch AH,True
10th canadian hydrotechnical conference and engineering mechanics symposium proceedings volume 1,10th canadian hydrotechnical conference and engineering mechanics symposium proceedings volume 1,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,Other non-journal sources,False
Recession Response: Cyclical Problems and Local Solutions in Northern British Columbia,recession response cyclical problems and local solutions in northern british columbia,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
ecological economics,ecological economics,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,Journal Articles; Subsearch AH,False
"Community Adaptation to Climate Change: Environmental Planners: Knowledge and Experiences in British Columbia, Canada",community adaptation to climate change environmental planners knowledge and experiences in british columbia canada,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,Journal Articles; Subsearch AH,True
THE GRASSHOPPER OUTBREAK OF 1944 IN BRITISH COLUMBIA,the grasshopper outbreak of 1944 in british columbia,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,,True
Deeper Sense of Place,deeper sense of place,Books; Nechako Archives,,False
human ecology,human ecology,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
Breaking Ice: Renewable Resource and Ocean Management in the Canadian North,breaking ice renewable resource and ocean management in the canadian north,Books; Nechako Archives,,False
the american indian quarterly,the american indian quarterly,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
“Show-Stopper” — Effectively Managing Project Social Risks: Improved Approaches to Aboriginal Engagement and Consultation,showstopper effectively managing project social risks improved approaches to aboriginal engagement and consultation,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
"The Duty to Consult & the Elusive Crown: An Inquiry into Confusion, Conflation and the Diminished Presence of the Crown in Appellate Court Jurisprudence after Rio Tinto",the duty to consult the elusive crown an inquiry into confusion conflation and the diminished presence of the crown in appellate court jurisprudence after rio tinto,Nechako Archives,,False
manitoba law journal,manitoba law journal,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
consultation and cumulative effects is there a role for the duty to consult in addressing concerns about over development,consultation and cumulative effects is there a role for the duty to consult in addressing concerns about over development,Nechako Archives,,False
A selection of traditional medicinal remedies important to contermporary Carrier people in their treatment of disease,a selection of traditional medicinal remedies important to contermporary carrier people in their treatment of disease,Nechako Archives,,False
Moving Backwards: Does the Lack of Duty to Consult Create the Right to Infringe Aboriginal and Treaty Rights?,moving backwards does the lack of duty to consult create the right to infringe aboriginal and treaty rights,Nechako Archives,,False
Indigenous Tourism,indigenous tourism,Books; Nechako Archives,,False
Aboriginal Peoples and Forest Lands in Canada,aboriginal peoples and forest lands in canada,Books; Nechako Archives,,False
indigenous peoples consent and benefit sharing,indigenous peoples consent and benefit sharing,Books; Nechako Archives,,False
wildlife biology,wildlife biology,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Antimicrobial Activity of Salmon Extracts Derived from Traditional First Nations Smoke Processing,antimicrobial activity of salmon extracts derived from traditional first nations smoke processing,"Sample 1 (Jan 10th, 2022); MP-JD Saturation Search (Journals only)",Journal Articles,True
bc studies vancouver,bc studies vancouver,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,Journal Articles,False
managing forest ecosystems,managing forest ecosystems,Books; Nechako Archives,,False
society natural resources,society natural resources,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
progress in industrial ecology an international journal,progress in industrial ecology an international journal,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
organized complexity information and stateof sustainability reporting a case study of the tlazten nation,organized complexity information and stateof sustainability reporting a case study of the tlazten nation,Nechako Archives,,False
international journal of circumpolar health,international journal of circumpolar health,"Sample 1 (Jan 10th, 2022); MP-JD Saturation Search (Journals only); Resources for Import (Jonathan)",Journal Articles,False
Commonality Among Unique Indigenous Communities: An Introduction to Climate Change and Its Impacts on Indigenous Peoples,commonality among unique indigenous communities an introduction to climate change and its impacts on indigenous peoples,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
journal of cultural geography,journal of cultural geography,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
journal of vacation marketing,journal of vacation marketing,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
the journal of community informatics,the journal of community informatics,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
evolution,evolution,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Blackwater Mine and the collaborative moose health monitoring program,blackwater mine and the collaborative moose health monitoring program,Nechako Archives,,False
Unlocking the Wealth of Indian Nations,unlocking the wealth of indian nations,Books; Nechako Archives,,False
"Berries, bison, and branches: Returning to traditional Aboriginal sustenance",berries bison and branches returning to traditional aboriginal sustenance,Nechako Archives,,False
Literacy practices in a First Nations community: Women writing culture,literacy practices in a first nations community women writing culture,Nechako Archives,,False
"A Regional Profile of Commercial Harvesting of Non-Timber Forest Products in the Prince George, British Columbia Area",a regional profile of commercial harvesting of nontimber forest products in the prince george british columbia area,Nechako Archives,,False
The Nation Lakes Canoe Route,the nation lakes canoe route,Books; Nechako Archives,,False
canadian journal of history,canadian journal of history,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
"Capturing vulnerability : towards a method for assessing, mitigating, and monitoring gendered violence in mining communities in British Columbia",capturing vulnerability towards a method for assessing mitigating and monitoring gendered violence in mining communities in british columbia,Nechako Archives,,False
canadian public policy,canadian public policy,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
thesis aboriginal forest te nure and governance in british columbia exploring alternatives fr om a stellaten first nation community perspective,thesis aboriginal forest te nure and governance in british columbia exploring alternatives fr om a stellaten first nation community perspective,Nechako Archives,,False
land b ased h ealing carrier first nations a ddiction r ecovery p rogram,land b ased h ealing carrier first nations a ddiction r ecovery p rogram,Nechako Archives,,False
Aboriginal and Visible Minority Librarians: Oral Histories from Canada,aboriginal and visible minority librarians oral histories from canada,Books; Nechako Archives,,False
Developing An Economic Partnership Framework Between The Lheidli T'enneh First Nation And Initiatives Prince George Development Corporation - ProQuest,developing an economic partnership framework between the lheidli tenneh first nation and initiatives prince george development corporation proquest,Nechako Archives,,False
ius gentium comparative perspectives on law and justice,ius gentium comparative perspectives on law and justice,Books; Nechako Archives,,False
annual meeting of the berkeley linguistics society,annual meeting of the berkeley linguistics society,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
i n p ursuit of c apable g overnance a r eport to the l heidli t enneh f irst n ation,i n p ursuit of c apable g overnance a r eport to the l heidli t enneh f irst n ation,Nechako Archives,,False
Polyaromatic Hydrocarbons of Smoked Cured Muscle Foods Prepared by Canadian Tl'azt'en and Llheidli T'enneh First Nation Communities,polyaromatic hydrocarbons of smoked cured muscle foods prepared by canadian tlazten and llheidli tenneh first nation communities,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
Ethical spaces and places: Indigenous cultural safety in British Columbia health care,ethical spaces and places indigenous cultural safety in british columbia health care,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
osgoode hall law journal,osgoode hall law journal,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
Thoughts and Experiences from Ethnographic Fieldwork,thoughts and experiences from ethnographic fieldwork,Books; Nechako Archives,,False
review of escapement indicator streams for the north and central coast salmon monitoring program,review of escapement indicator streams for the north and central coast salmon monitoring program,Nechako Archives,,False
Ts’ee’in Lhekh ‘It ts’idit’ah : Working Together in a Good Way : Collaborative Indigenous Community Planning with Lake Babine Nation,tseein lhekh it tsiditah working together in a good way collaborative indigenous community planning with lake babine nation,Nechako Archives,,False
8610_trition2004_environmental implicationskenney dampdf,8610_trition2004_environmental implicationskenney dampdf,Nechako Archives,,False
as long as the rivers run the impacts of corporate water development on native communities in canada,as long as the rivers run the impacts of corporate water development on native communities in canada,Nechako Archives,,False
does the region still have relevance reconsidering regional political ecology,does the region still have relevance reconsidering regional political ecology,Nechako Archives,,False
Perspectives on the BC Water Sustainability Act : First Nations Respond to Water Governance Reform in British Columbia,perspectives on the bc water sustainability act first nations respond to water governance reform in british columbia,Nechako Archives,,False
water,water,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
The Routledge Companion to Cultural Property,the routledge companion to cultural property,Books; Nechako Archives,,False
flood history analysis and socioeconomic implications of flooding for indigenous canadian communities,flood history analysis and socioeconomic implications of flooding for indigenous canadian communities,Nechako Archives,,False
"Facies interpretation of Middle Carboniferous to Lower Permian Pope succession limestone of Cache Creek Group, Fort St. James, central British Columbia - Canadian Journal of Earth Sciences",facies interpretation of middle carboniferous to lower permian pope succession limestone of cache creek group fort st james central british columbia canadian journal of earth sciences,Nechako Archives,,False
"Pennsylvanian and Early Permian Fusulinids from Fort St. James Area, British Columbia, Canada on JSTOR",pennsylvanian and early permian fusulinids from fort st james area british columbia canada on jstor,Nechako Archives,,False
international journal of communication,international journal of communication,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
"Prince George: socio-historical, geographical, political, and economic context profile",prince george sociohistorical geographical political and economic context profile,Nechako Archives,,False
biofuels bioproducts and biorefining,biofuels bioproducts and biorefining,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
gcb bioenergy,gcb bioenergy,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
"Salmonberry Bird and Goose Woman: Birds, Plants, and People In Indigenous Peoples' Lifeways In Northwestern North America",salmonberry bird and goose woman birds plants and people in indigenous peoples lifeways in northwestern north america,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
The Cedar Project: Methadone maintenance treatment among young Aboriginal people who use opioids in two Canadian cities,the cedar project methadone maintenance treatment among young aboriginal people who use opioids in two canadian cities,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
canadian journal of native education edmonton,canadian journal of native education edmonton,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
"Chlorophyll a seasonality in four shallow eutrophic lakes (northern British Columbia, Canada) and the critical roles of internal phosphorus loading and temperature",chlorophyll a seasonality in four shallow eutrophic lakes northern british columbia canada and the critical roles of internal phosphorus loading and temperature,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,Journal Articles,True
Land use and climate change impacts on lake sedimentation rates in western Canada,land use and climate change impacts on lake sedimentation rates in western canada,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
Complex context: Aboriginal participation in hosting the Vancouver 2010 Winter Olympic and Paralympic Games,complex context aboriginal participation in hosting the vancouver 2010 winter olympic and paralympic games,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Establishing a distributed campus: making sense of disruptions to a doctor community,establishing a distributed campus making sense of disruptions to a doctor community,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
fondal_year_forestry local valuespdf,fondal_year_forestry local valuespdf,Nechako Archives,,False
Historical-ecological evaluation of the long-term distribution of woodland caribou and moose in central British Columbia,historicalecological evaluation of the longterm distribution of woodland caribou and moose in central british columbia,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,True
"By the Road: Fordism, Automobility, and Landscape Experience in the British Columbia Interior, 1920-1970",by the road fordism automobility and landscape experience in the british columbia interior 19201970,Nechako Archives,,False
Protest as pedagogy: Exploring teaching and learning in Indigenous environmental movements,protest as pedagogy exploring teaching and learning in indigenous environmental movements,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
"Gateway to understanding: Indigenous ecological activism and education in urban, rural, and remote contexts",gateway to understanding indigenous ecological activism and education in urban rural and remote contexts,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
U’h nook noh khunuk (in our own words): Lake Babine Nation parents’ understanding of school assessment,uh nook noh khunuk in our own words lake babine nation parents understanding of school assessment,Nechako Archives,,False
'Hang Onto These Words': Johnny David's Delgamuukw Evidence,hang onto these words johnny davids delgamuukw evidence,Books; Nechako Archives,,False
A Comparison of Wet'suwet'en Cases of the Reincarnation Type with Gitksan and Beaver,a comparison of wetsuweten cases of the reincarnation type with gitksan and beaver,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
"Eagle Down is Our Law: Witsuwit'en Law, Feasts, and Land Claims",eagle down is our law witsuwiten law feasts and land claims,Books; Nechako Archives,,False
microsoft word obac nontimber forest resources information compendium _jan 2009_doc obac_non_timber_forest_resources_information_compendium__jan_2009_pdf,microsoft word obac nontimber forest resources information compendium _jan 2009_doc obac_non_timber_forest_resources_information_compendium__jan_2009_pdf,Nechako Archives,,False
Weaving Indigenous knowledge into the academy : promises and challenges from the perspectives of three Aboriginal post-secondary institutes in British Columbia,weaving indigenous knowledge into the academy promises and challenges from the perspectives of three aboriginal postsecondary institutes in british columbia,Nechako Archives,,False
robinson_2007_education transfromationpdf,robinson_2007_education transfromationpdf,Nechako Archives,,False
euih_ch7_aresearchjourneydocumentingtlaztenpdf,euih_ch7_aresearchjourneydocumentingtlaztenpdf,Nechako Archives,,False
The social and cultural experiences of food security in the Takla Lake First Nation: Informing public health.,the social and cultural experiences of food security in the takla lake first nation informing public health,Nechako Archives,,False
"A study of four Prince George community gardens: goals, benefits and challenges of public and private community gardens",a study of four prince george community gardens goals benefits and challenges of public and private community gardens,Nechako Archives,,False
A site index model for lodgepole pine in the sub-boreal spruce biogeoclimatic zone of British Columbia.,a site index model for lodgepole pine in the subboreal spruce biogeoclimatic zone of british columbia,Nechako Archives,,False
A right to housing for people experiencing mental health issues,a right to housing for people experiencing mental health issues,Nechako Archives,,False
A multi-scale behavioural approach to understanding the movements of woodland caribou.,a multiscale behavioural approach to understanding the movements of woodland caribou,Nechako Archives,,False
A cross plant comparison of an ERP/MRP system,a cross plant comparison of an erpmrp system,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
A comparison of greenness estimates from the tassled cap transformation and normalized difference vegetation index as a component in habitat selection models for grizzly bears.,a comparison of greenness estimates from the tassled cap transformation and normalized difference vegetation index as a component in habitat selection models for grizzly bears,Nechako Archives,,False
A balanced scorecard approach to fibre supply for Canfor Pulp Limited Partnership,a balanced scorecard approach to fibre supply for canfor pulp limited partnership,Nechako Archives,,False
&quot;People need to listen to us&quot;: Empowering people living with HIV/AIDS through positive prevention.,quotpeople need to listen to usquot empowering people living with hivaids through positive prevention,Nechako Archives,,False
&quot;How do you measure the loss of a lake?&quot;: Assessing community relevance of health impact assessment frameworks to the Tl'azt'en nation of northern-interior British Columbia.,quothow do you measure the loss of a lakequot assessing community relevance of health impact assessment frameworks to the tlazten nation of northerninterior british columbia,Nechako Archives,,False
You can't fix what you don't see: a case study of unprofessional behaviour in the workplace,you cant fix what you dont see a case study of unprofessional behaviour in the workplace,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Other non-journal sources,True
"Dissertations, Theses and Projects | University of Northern British Columbia Institutional Repository",dissertations theses and projects university of northern british columbia institutional repository,Nechako Archives,,False
Measuring effective communication: communications audit at the Prince George Family YMCA,measuring effective communication communications audit at the prince george family ymca,Nechako Archives,,False
"Expanding the mine, killing a lake : a case study of First Nations' environmental values, perceptions of risk and health",expanding the mine killing a lake a case study of first nations environmental values perceptions of risk and health,Nechako Archives,,False
"Disablement in Prince George, BC: A qualitative, holistic and participatory exploration.",disablement in prince george bc a qualitative holistic and participatory exploration,Nechako Archives,,False
"Disablement in Prince George, BC: A qualitative, holistic and participatory exploration. | University of Northern British Columbia Institutional Repository",disablement in prince george bc a qualitative holistic and participatory exploration university of northern british columbia institutional repository,Nechako Archives,,False
